1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128028.747554
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128029.741314
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128030.735041
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128031.728754
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128032.72265
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128033.716351
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128034.710099
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128035.703802
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128036.697533
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128037.691248
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128038.685003
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128039.678738
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128040.672404
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128041.666132
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128042.659825
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128043.653516
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128044.647205
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128045.640899
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128046.634596
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128047.628294
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128048.621978
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128049.615683
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128050.609378
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128051.603065
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128052.59678
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128053.590445
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128054.584141
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128055.57783
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128056.57152
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128057.56521
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128058.558902
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128059.552605
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128060.546294
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128061.539994
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128062.533693
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128063.527517
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128064.521187
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128065.51488
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128066.508568
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128067.502257
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128068.495963
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128069.489646
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128070.483339
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128071.477058
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128072.470747
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128073.464447
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128074.458148
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128075.451837
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128076.445534
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128077.439224
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128078.432914
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128079.426603
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128080.420307
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128081.414
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128082.407693
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128083.401385
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128084.395091
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128085.388783
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128086.382491
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128087.376182
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128088.811818
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128089.805524
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128090.799218
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128091.792916
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128092.786624
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128093.780423
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128094.774106
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128095.767792
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128096.761491
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128097.755198
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128098.748987
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,240,1611128099.742627
